ticket,open_time,close_time,symbol,direction,lots,entry_price,exit_price,stop_loss,take_profit,gross_pnl,commission,swap,net_pnl,pips,setup,emotion,execution_rating,mistakes,notes
10001507,2026-08-24 10:35:00,2026-08-24 13:20:54,XAUUSD,Buy,0.19,2359.25,2379.08,2338.64,2389.27,376.72,6.65,-3.34,,,Momentum,Frustrated,3,,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001514,2026-08-25 15:53:00,2026-08-25 16:48:52,US500,Sell,0.08,5488.59,5507.19,5509.08,5447.66,-14.88,2.8,-2.11,,,Order Block,Neutral,4,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001522,2026-08-25 07:23:00,2026-08-25 07:40:22,XAUUSD,Sell,0.12,2311.18,2282.24,2324.58,2270.01,347.3,4.2,-0.11,,,Order Block,Calm,4,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001530,2026-08-26 08:41:00,2026-08-26 09:05:27,TASI,Buy,0.06,11697.27,11648.75,11644.09,11779.26,-14.56,2.1,-0.42,,,Breaker Block,Patient,5,,"Clean liquidity grab below Asia low, entered on displacement. Managed to partial at 2R."
10001536,2026-08-26 17:33:00,2026-08-26 18:30:10,XAUUSD,Buy,0.06,2314.51,2319.56,2305.81,2325.16,30.29,2.1,-0.71,,,Order Block,Frustrated,2,Early Exit,"Fifth trade of the day, no setup, just boredom. Should have shut the platform."
10001544,2026-08-27 10:28:00,2026-08-27 11:55:05,XAUUSD,Buy,0.08,2357.29,2363.25,2347.12,2374.31,47.69,2.8,0.3,,,Momentum,Bored,3,Early Exit; No Setup / Impulse,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001549,2026-08-27 15:32:00,2026-08-27 15:50:13,TASI,Buy,0.08,11972.74,11893.89,11882.54,12219.92,-31.54,2.8,-1.25,,,BOS Continuation,Calm,5,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
10001558,2026-08-28 09:25:00,2026-08-28 10:35:44,XAUUSD,Sell,0.05,2363.49,2347.78,2378.92,2329.15,78.56,1.75,0.49,,,Breaker Block,Confident,3,Early Exit,Traded through the news release without checking the calendar. Slipped badly.
10001565,2026-08-28 16:46:00,2026-08-28 17:34:57,GBPJPY,Buy,0.1,197.11,196.49,196.49,198.65,-40.75,3.5,-0.01,,,Breaker Block,Patient,4,,"Higher timeframe bias was clear, only took the setup in line with the daily trend."
10001570,2026-09-02 13:42:00,2026-09-02 13:57:21,USDJPY,Sell,0.21,157.7,158.58,158.61,155.51,-120.15,7.35,-0.76,,,FVG Fill,Patient,5,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
10001579,2026-09-04 11:37:00,2026-09-04 13:44:12,EURUSD,Sell,0.29,1.08257,1.08691,1.08752,1.07499,-125.79,10.15,-1.61,,,Breaker Block,Confident,5,Oversized Position,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001585,2026-09-04 09:25:00,2026-09-04 09:47:14,XAUUSD,Buy,0.26,2312.65,2305.16,2304.58,2318.94,-194.71,9.1,0.85,,,Breaker Block,Bored,5,No Setup / Impulse; Oversized Position,Ignored the daily bias and took the counter-trend setup because the 5m looked pretty.
10001592,2026-09-07 13:47:00,2026-09-07 14:26:54,XAUUSD,Buy,0.3,2360.56,2367.24,2348.89,2371.74,200.31,10.5,-3.09,,,Momentum,Bored,3,No Setup / Impulse; Oversized Position,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10001600,2026-09-08 07:23:00,2026-09-08 08:39:02,EURUSD,Buy,0.09,1.0804,1.07804,1.07763,1.0853,-21.22,3.15,-1.07,,,Liquidity Sweep,FOMO,2,Chased Price; Late Entry,Moved the stop further away because I 'knew' it would come back. It did not.
10001605,2026-09-09 16:00:00,2026-09-09 16:47:32,US500,Buy,0.08,5391.14,5368.85,5365.66,5462.62,-17.83,2.8,-2.25,,,Breaker Block,Confident,4,,Small size because spread was wide before the news. Still respected the invalidation.
10001612,2026-09-10 17:55:00,2026-09-10 19:05:40,EURUSD,Buy,0.17,1.06796,1.07065,1.06275,1.07185,45.73,5.95,-3.14,,,Order Block,Greedy,2,Oversized Position,Moved the stop further away because I 'knew' it would come back. It did not.
10001619,2026-09-14 16:02:00,2026-09-14 16:08:00,USDJPY,Buy,0.18,155.96,155.25,155.6,156.41,-83.79,6.3,-0.78,,,Breaker Block,Revengeful,3,Moved Stop Loss; Revenge Trade,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10001626,2026-09-15 11:25:00,2026-09-15 12:02:29,EURUSD,Sell,0.06,1.10365,1.10876,1.10897,1.08877,-30.69,2.1,-0.44,,,Breakout,Confident,4,,"Followed the plan exactly. No adjustment to stop, target hit while I was away from screen."
10001635,2026-09-15 17:43:00,2026-09-15 20:17:57,XAUUSD,Buy,0.25,2373.05,2381.95,2355.26,2397.38,222.49,8.75,-1.92,,,FVG Fill,Bored,4,Early Exit; No Setup / Impulse; Oversized Position,"Chased the candle after it already ran 40 points. No structure, pure FOMO."
10001640,2026-09-15 15:04:00,2026-09-15 15:40:46,US500,Buy,0.15,5575.22,5597.37,5556.66,5604.64,33.22,5.25,-3.08,,,Momentum,Patient,3,,Small size because spread was wide before the news. Still respected the invalidation.
10001648,2026-09-16 11:06:00,2026-09-16 12:27:18,US500,Sell,0.16,5413.89,5454.31,5455.34,5367.83,-64.67,5.6,0.74,,,BOS Continuation,Frustrated,1,,Revenge entry within minutes of the previous loss. Doubled size to get it back. Stupid.
10001654,2026-09-16 14:52:00,2026-09-16 15:12:19,XAUUSD,Buy,0.15,2366.4,2349.96,2349.81,2414.92,-246.54,5.25,0.79,,,Order Block,Confident,3,,Waited for the 4H order block to be swept before entering. Entry on the 15m CHoCH.
10001661,2026-09-16 11:03:00,2026-09-16 12:51:00,EURUSD,Sell,0.13,1.08702,1.08418,1.09094,1.08304,36.96,4.55,-0.62,,,Order Block,FOMO,1,Chased Price; Late Entry; Oversized Position,Closed at +0.4R out of fear while the target was still 2R away. Price hit target later.
10001668,2026-09-17 09:58:00,2026-09-17 10:20:09,GBPJPY,Sell,0.15,198.5,198.02,199.06,197.58,47.23,5.25,0.97,,,BOS Continuation,Anxious,2,,Moved the stop further away because I 'knew' it would come back. It did not.
10001677,2026-09-17 14:17:00,2026-09-17 15:17:30,GBPJPY,Sell,0.07,192.92,193.56,193.62,191.35,-29.25,2.45,-0.39,,,Order Block,Neutral,4,,"Patience paid off — sat on hands for two hours, one A+ setup, took it, done for the day."
